"concept","frequency","relative_frequency-across_texts","relative_percentage-across_texts","tf-idf","Action","Evaluation","Node Type","Potency","gram_type","meta","number_of_texts"
"break","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"weekend","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","unknown","2"
"agac","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","single","UNKNOWN","1"
"occurrence","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"import","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"francis_tolentino","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","agent","1"
"worth","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"central","8","0.015533980582524271","5.769092089132473E-4","0.0016345068690019275"," "," ",""," ","single","UNKNOWN","3"
"philippines—with","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"programs","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"ring","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"would_be","18","0.03495145631067961","0.0012980457200548064","0.0016780723628732393"," "," ",""," ","ngram","UNKNOWN","14"
"structure","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"ecological","4","0.007766990291262136","2.8845460445662364E-4","8.172534345009637E-4"," "," ",""," ","single","UNKNOWN","3"
"distrito","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"remov","7","0.013592233009708738","5.047955577990914E-4","0.0010802958927290615"," "," ",""," ","single","UNKNOWN","6"
"heighten","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"accountable","6","0.011650485436893204","4.3268190668493544E-4","9.259679080534812E-4"," "," ",""," ","single","UNKNOWN","6"
"provinces","13","0.02524271844660194","9.374774644840268E-4","0.0016261493992965588"," "," ",""," ","single","UNKNOWN","9"
"terra","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"discount","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"destination","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"include","6","0.011650485436893204","4.3268190668493544E-4","0.0011014053241239353"," "," ",""," ","single","UNKNOWN","4"
"funds","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"traffic","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"earlier","14","0.027184466019417475","0.0010095911155981827","0.0014607965501628726"," "," ",""," ","single","UNKNOWN","12"
"karagatan","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"ilalahad","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"set_up","4","0.007766990291262136","2.8845460445662364E-4","7.342702160826237E-4"," "," ",""," ","ngram","UNKNOWN","4"
"measures","11","0.021359223300970873","7.932501622557151E-4","0.0014694039807809467"," "," ",""," ","single","UNKNOWN","8"
"evaluations","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"records","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"abandon","3","0.005825242718446602","2.1634095334246772E-4","7.006587839109498E-4"," "," ",""," ","single","UNKNOWN","2"
"delivery","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"internal_revenue","6","0.011650485436893204","4.3268190668493544E-4","0.0012258801517514455","  0.17","  0.87","","1.235  ","ngram","agent","3"
"winds","6","0.011650485436893204","4.3268190668493544E-4","0.001004855146876855","  0.88","  -0.35","","  0.97","single","UNKNOWN","5"
"international_tanker_owners_pollution_federation","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4","0.17","0.87","","1.235","ngram","agent","1"
"satellite","3","0.005825242718446602","2.1634095334246772E-4","7.006587839109498E-4"," "," ",""," ","single","UNKNOWN","2"
"creation","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"subject","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"moment","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4","-0.97","-0.52","","0.73","single","UNKNOWN","1"
"upang","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","single","UNKNOWN","1"
"two-week","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"coral_reef","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","ngram","UNKNOWN","1"
"44-meter","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"transpir","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"protect","6","0.011650485436893204","4.3268190668493544E-4","9.259679080534812E-4"," "," ",""," ","single","UNKNOWN","6"
"come_in","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4","1.6","-0.18","","1.33","ngram","UNKNOWN","1"
"bagac","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"oysters","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"heard","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4","  1.47","3.0  ","","  2.59","single","UNKNOWN","3"
"shellfish","18","0.03495145631067961","0.0012980457200548064","0.0018781669930665506"," "," ",""," ","single","UNKNOWN","12"
"out_of","10","0.019417475728155338","7.211365111415591E-4","0.0015432798467558022"," "," ",""," ","ngram","UNKNOWN","6"
"counsel","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"cynthia_villar","6","0.011650485436893204","4.3268190668493544E-4","0.001701229811519864"," "," ",""," ","ngram","agent","1"
"files","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"clock","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"larger","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"macabebe","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"imbestigasyon","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"—vince","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"oil_tanker_mt_terranova","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","ngram","agent","3"
"polycylic","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"noscop","2","0.003883495145631068","1.4422730222831182E-4","5.670766038399547E-4"," "," ",""," ","single","UNKNOWN","1"
"interview","12","0.02330097087378641","8.653638133698709E-4","0.0015010609839660543"," "," ",""," ","single","UNKNOWN","9"
"healthy","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"press_statement","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","UNKNOWN","1"
"long_time","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","UNKNOWN","1"
"chairperson","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","agent","3"
"signatory","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"fabricate","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"negligence","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"clean_up","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","ngram","UNKNOWN","2"
"sumalok","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"replacement","4","0.007766990291262136","2.8845460445662364E-4","7.342702160826237E-4"," "," ",""," ","single","UNKNOWN","4"
"late—one","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"husks","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"lgus","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"location","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"remains","4","0.007766990291262136","2.8845460445662364E-4","9.342117118812664E-4"," "," ",""," ","single","UNKNOWN","2"
"resulta","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"integrity","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4","0.17","0.87","","1.235","single","UNKNOWN","1"
"deeply","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4","1.64","2.34","","2.49","single","UNKNOWN","1"
"study","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"procedures","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"prior","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4","  0.44","  1.72","","  1.73","single","UNKNOWN","2"
"ternate—","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"occidental","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4","0.52","0.9","","1.155","single","unknown","1"
"barriers","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"level","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"cavite-bas","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"gather","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"facebook","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"sets","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"official","5","0.009708737864077669","3.6056825557077957E-4","0.0010215667931262047"," "," ",""," ","single","UNKNOWN","3"
"pampanga","23","0.04466019417475728","0.001658613975625586","0.0022671200931019073"," "," ",""," ","single","unknown","13"
"pcg_national_capital_region","9","0.017475728155339806","6.490228600274032E-4","0.0015072827203152829"," "," ",""," ","ngram","agent","5"
"protection","7","0.013592233009708738","5.047955577990914E-4","0.0010024813143205515"," "," ",""," ","single","UNKNOWN","7"
"appropriate","3","0.005825242718446602","2.1634095334246772E-4","7.006587839109498E-4"," "," ",""," ","single","UNKNOWN","2"
"salvor_harbor_star","5","0.009708737864077669","3.6056825557077957E-4","8.373792890640461E-4"," "," ",""," ","ngram","agent","5"
"heavy","8","0.015533980582524271","5.769092089132473E-4","0.001145692930652059","  1.47","3.0  ","","  2.59","single","UNKNOWN","7"
"p200","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"wade","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4","0.81","1.82","","1.5","single","UNKNOWN","1"
"professional","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"statement","18","0.03495145631067961","0.0012980457200548064","0.0016780723628732393"," "," ",""," ","single","UNKNOWN","14"
"spills—some","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"fact-find","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"lamao","25","0.04854368932038835","0.0018028412778538978","0.0018775760345210956","  1.42","  2.07","","2.29  ","single","unknown","18"
"up_msi","5","0.009708737864077669","3.6056825557077957E-4","0.0014176915095998868"," "," ",""," ","ngram","organization","1"
"operate","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"laman","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"issues","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"pagdat","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"likes","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"kinakailangan","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"bulletin","7","0.013592233009708738","5.047955577990914E-4","0.0010802958927290615"," "," ",""," ","single","UNKNOWN","6"
"ongo","10","0.019417475728155338","7.211365111415591E-4","0.0013358218007099515"," "," ",""," ","single","UNKNOWN","8"
"thin","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"release","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"run_aground","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","UNKNOWN","1"
"kailangan","3","0.005825242718446602","2.1634095334246772E-4","7.006587839109498E-4"," "," ",""," ","single","UNKNOWN","2"
"ibig","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"plummet","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"equivalent","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"bamboo","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"laguna","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"sindikato","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"san_miguel","10","0.019417475728155338","7.211365111415591E-4","0.0014321161633150737"," "," ",""," ","ngram","agent","7"
"nila","4","0.007766990291262136","2.8845460445662364E-4","8.172534345009637E-4"," "," ",""," ","single","UNKNOWN","3"
"includes","6","0.011650485436893204","4.3268190668493544E-4","9.259679080534812E-4"," "," ",""," ","single","UNKNOWN","6"
"affect","14","0.027184466019417475","0.0010095911155981827","0.0017512378146270634"," "," ",""," ","single","UNKNOWN","9"
"stabilize","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"network","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"smaller","5","0.009708737864077669","3.6056825557077957E-4","8.373792890640461E-4"," "," ",""," ","single","UNKNOWN","5"
"worri","3","0.005825242718446602","2.1634095334246772E-4","6.129400758757228E-4"," "," ",""," ","single","UNKNOWN","3"
"to_come","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","ngram","UNKNOWN","1"
"online","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","agent","2"
"risk","19","0.036893203883495145","0.0013701593711689622","0.0018728383377798364"," "," ",""," ","single","UNKNOWN","13"
"real","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4","  0.01","  2.23","","  1.73","single","UNKNOWN","2"
"passeng","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
"staff","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"set_to","4","0.007766990291262136","2.8845460445662364E-4","7.342702160826237E-4"," "," ",""," ","ngram","UNKNOWN","4"
"poverty","1","0.001941747572815534","7.211365111415591E-5","2.8353830191997736E-4"," "," ",""," ","single","UNKNOWN","1"
"hanapbuhay","2","0.003883495145631068","1.4422730222831182E-4","4.671058559406332E-4"," "," ",""," ","single","UNKNOWN","2"
